previous_assessment_avg,recent_assessment_score,topic_wise_accuracy,quiz_completion_rate,attendance_percentage,assignment_completion_rate,study_session_completion_rate,avg_daily_study_time_minutes,late_submissions_count,integrity_events_count,weak_topics_count,assessment_attempt_count,risk_level
91.72,100.0,90.31,100.0,97.52,100.0,97.52,110.6,2,0,4,3,0
69.41,74.38,71.68,37.48,69.7,56.38,39.38,12.0,4,0,3,11,2
99.5,100.0,100.0,87.93,96.89,77.21,86.44,80.8,1,0,2,5,0
99.5,100.0,100.0,89.29,100.0,98.12,98.43,114.1,3,0,0,13,0
53.15,43.8,51.99,68.36,69.44,67.12,67.96,58.7,2,4,5,10,2
20.38,18.19,15.61,53.76,52.45,41.78,36.06,5.0,3,4,5,7,2
99.5,100.0,91.53,88.82,100.0,100.0,100.0,93.2,1,0,2,10,0
43.03,28.56,36.29,46.5,64.0,45.42,28.81,7.6,7,6,1,3,2
97.66,100.0,93.44,84.33,95.16,84.25,83.0,37.0,4,1,3,2,1
99.5,100.0,99.31,100.0,100.0,100.0,100.0,120.7,0,2,1,8,0
52.95,41.52,50.44,66.57,69.52,45.94,37.82,6.9,3,6,6,3,2
92.48,97.48,95.73,86.25,83.46,81.86,77.71,61.9,2,0,1,12,0
86.51,93.23,87.32,85.75,85.59,78.28,86.54,58.8,5,1,4,10,1
56.8,69.61,63.36,68.04,73.82,70.65,71.49,46.8,1,2,5,8,2
99.5,100.0,100.0,91.69,100.0,100.0,92.07,82.4,1,0,0,3,0
91.9,97.37,95.66,100.0,100.0,100.0,88.36,56.3,3,0,4,3,0
99.5,100.0,100.0,99.87,94.86,92.01,76.1,86.3,2,1,1,6,0
82.31,95.89,85.39,94.69,99.16,88.83,92.02,80.7,4,2,2,7,1
85.57,95.07,89.93,94.0,100.0,92.07,93.58,97.0,1,0,4,6,0
91.48,98.12,100.0,97.28,97.23,87.37,72.38,98.2,5,0,0,2,0
70.17,68.33,69.33,81.99,88.62,88.21,79.57,82.1,1,2,0,6,1
79.82,87.32,81.49,100.0,100.0,100.0,100.0,110.4,2,0,5,6,2
90.41,93.4,96.53,100.0,94.8,88.14,100.0,83.1,0,1,2,8,0
66.78,69.99,67.49,62.35,69.1,49.7,71.37,58.1,3,2,5,2,2
80.34,81.72,83.4,63.33,78.25,64.22,64.21,28.9,5,2,5,10,2
85.47,82.2,85.24,81.64,88.84,99.05,77.1,71.0,5,1,4,12,2
71.58,76.61,75.73,79.93,69.37,72.41,67.52,32.2,1,2,4,3,2
57.25,52.61,59.02,70.9,69.62,56.75,52.82,18.8,4,1,2,7,2
71.5,73.07,77.38,71.13,87.74,86.6,75.31,60.7,2,2,2,6,1
68.37,71.4,73.95,68.58,69.17,58.2,48.98,38.7,6,4,3,8,2
68.06,72.27,75.68,74.71,80.35,75.58,41.68,46.8,6,2,5,6,2
62.02,59.7,60.33,55.87,69.28,59.4,49.92,14.6,5,6,5,9,2
70.78,82.99,70.8,72.91,67.4,68.03,63.74,62.9,4,2,4,13,2
73.18,59.65,67.61,91.31,87.55,71.88,82.37,60.4,6,2,9,6,2
36.23,38.99,48.98,68.73,60.41,59.78,31.08,25.6,5,3,6,9,2
51.17,41.93,47.48,72.81,67.96,69.53,70.72,39.0,4,3,6,3,2
53.69,53.72,46.45,78.96,77.64,78.15,72.74,49.3,2,4,8,10,2
80.58,85.13,93.17,92.34,100.0,95.97,99.13,63.8,2,2,2,10,1
50.48,41.28,48.0,46.37,56.86,36.32,43.35,5.0,6,3,2,9,2
39.73,22.43,30.05,34.62,47.71,19.14,9.05,5.0,5,3,5,10,2
99.5,94.93,93.33,100.0,100.0,98.16,98.28,82.2,3,0,5,3,2
70.32,61.55,67.82,90.05,89.18,94.11,96.5,95.4,1,1,3,3,1
82.12,85.63,86.73,90.73,100.0,86.23,98.03,112.5,1,0,2,4,0
80.97,86.86,86.19,91.5,93.91,82.67,100.0,86.9,5,1,4,4,1
67.25,71.07,72.58,81.95,83.88,69.57,65.6,36.1,5,0,5,3,2
84.72,95.63,83.17,89.75,79.79,74.76,74.28,60.9,1,1,6,13,2
35.18,34.72,30.57,52.21,58.98,34.07,36.96,43.5,2,1,6,2,2
99.5,100.0,99.92,85.75,86.04,87.83,65.24,95.0,2,0,0,4,0
63.15,54.71,64.75,58.26,77.02,77.08,83.18,50.9,4,1,6,3,2
96.8,100.0,96.56,100.0,100.0,100.0,100.0,119.0,1,0,4,3,0
64.75,65.66,56.21,60.8,75.12,73.28,59.46,59.1,2,2,4,4,2
89.27,89.17,92.9,100.0,100.0,100.0,100.0,114.6,1,0,3,9,0
55.5,59.75,46.3,83.1,79.12,56.65,44.68,37.2,8,0,8,6,2
67.38,60.59,63.07,78.43,67.89,72.95,63.65,69.5,2,1,3,2,2
71.4,66.45,72.92,87.32,93.27,87.82,89.13,84.9,0,0,2,13,0
83.87,91.18,89.92,57.85,75.85,56.24,54.04,13.8,4,1,1,5,1
93.03,99.22,89.01,100.0,93.62,81.44,91.85,68.2,4,1,1,6,1
92.69,94.16,97.12,100.0,100.0,100.0,100.0,108.6,2,2,3,6,1
99.5,100.0,100.0,97.09,100.0,100.0,100.0,87.2,1,0,1,5,0
51.03,54.63,55.29,67.2,70.43,52.74,35.06,13.4,6,4,9,5,2
48.87,32.78,42.05,48.67,57.07,48.31,41.03,5.0,8,2,5,10,2
94.41,100.0,98.68,100.0,100.0,100.0,100.0,105.7,0,0,0,5,0
80.11,84.65,79.16,92.67,87.02,100.0,100.0,75.1,0,1,4,6,1
85.58,100.0,95.64,97.5,100.0,96.96,78.38,93.4,3,0,3,6,0
75.06,62.82,76.76,66.91,81.44,75.97,66.65,61.7,2,0,0,7,1
99.5,95.5,96.55,89.49,99.49,96.51,95.49,89.4,1,0,1,4,0
85.58,84.44,88.54,94.36,97.26,96.43,95.49,81.1,3,1,5,12,2
94.29,94.92,98.87,89.9,100.0,100.0,94.07,78.7,0,1,2,5,0
99.5,100.0,99.04,96.98,100.0,100.0,100.0,126.3,1,0,7,10,2
86.77,89.8,79.03,93.57,94.24,98.61,100.0,98.1,1,0,3,3,0
69.05,79.63,73.93,92.01,85.21,89.57,92.14,91.2,3,0,3,2,1
61.56,60.77,49.11,64.84,74.95,57.52,64.8,48.9,4,1,2,13,2
73.7,66.75,77.78,89.68,99.61,69.03,81.91,69.6,3,0,2,10,1
87.08,90.16,90.93,100.0,93.56,97.35,85.55,99.7,2,1,4,12,1
48.18,46.51,46.78,77.72,79.85,83.13,74.4,37.9,1,5,7,6,2
74.53,84.28,82.29,73.55,89.23,84.16,72.81,69.5,4,0,7,4,2
86.7,98.45,86.69,100.0,100.0,89.37,88.62,86.5,4,2,3,12,1
69.64,73.08,75.76,70.54,78.29,73.58,68.54,26.3,1,1,8,5,2
99.5,100.0,100.0,95.02,95.81,100.0,98.56,88.8,3,0,1,2,0
50.49,49.25,51.23,63.65,66.34,60.38,70.8,23.2,5,3,5,12,2
75.53,63.85,69.61,65.53,70.14,69.2,51.43,50.1,5,2,4,12,2
56.96,58.65,56.58,58.1,76.04,75.84,47.44,26.6,3,1,5,10,2
99.16,100.0,100.0,89.82,100.0,98.89,97.23,103.4,3,0,3,12,0
78.96,69.7,71.92,100.0,100.0,98.1,100.0,83.1,0,0,4,11,0
97.23,100.0,93.38,100.0,100.0,92.2,91.41,70.4,2,0,1,12,0
51.65,46.42,54.04,57.2,79.97,51.92,54.69,14.4,4,2,2,10,2
52.75,59.91,57.63,80.51,85.33,80.55,64.18,77.1,3,0,2,11,2
80.21,77.89,75.52,89.69,80.42,72.6,85.08,70.3,4,0,0,3,1
70.27,69.71,70.51,87.69,86.05,80.42,79.16,72.7,5,0,3,3,2
92.15,95.91,93.79,82.84,100.0,86.86,68.62,86.5,2,0,2,4,0
82.03,92.25,83.05,100.0,92.84,96.08,80.16,114.3,3,1,7,2,2
56.73,53.54,56.41,52.78,69.16,60.53,60.14,18.7,6,1,7,8,2
86.98,94.23,89.63,90.98,82.36,67.12,77.08,76.8,1,1,2,3,1
87.92,92.13,93.14,95.22,75.67,66.46,69.9,45.9,2,1,3,4,1
91.38,89.71,92.42,85.68,93.41,81.25,76.42,69.5,4,0,0,7,0
63.82,65.53,62.32,69.22,89.33,84.48,82.54,54.7,3,2,6,13,2
59.84,63.77,59.08,73.95,77.88,71.59,62.23,58.5,3,1,6,5,2
91.2,91.95,93.23,100.0,89.99,95.92,92.07,102.0,2,1,2,12,0
65.9,61.92,57.2,79.08,81.02,80.68,75.36,71.2,3,0,7,2,2
49.34,36.09,39.8,75.72,71.68,63.65,62.48,29.6,4,3,4,10,2
95.08,100.0,96.22,96.09,100.0,96.6,90.85,110.7,3,1,3,6,0
85.42,100.0,90.43,88.25,90.15,75.85,88.83,98.3,3,0,4,10,1
80.36,79.29,83.92,93.36,83.52,96.2,78.3,86.9,1,1,3,10,1
82.15,87.66,78.59,82.9,83.19,76.21,74.7,76.8,2,1,2,9,1
65.1,76.54,67.66,76.64,78.27,81.93,83.53,44.4,1,3,4,8,2
73.52,65.37,70.4,84.12,87.96,79.5,56.95,46.5,2,2,2,3,1
68.79,75.25,69.95,82.85,89.23,83.03,84.49,97.5,4,4,7,13,2
89.67,100.0,90.61,95.76,99.85,96.9,94.85,97.9,2,1,4,12,1
99.5,100.0,97.15,100.0,100.0,100.0,100.0,103.5,1,0,1,10,0
85.92,90.06,88.5,86.2,92.59,88.34,92.71,75.3,1,0,1,11,0
81.85,100.0,87.66,100.0,100.0,100.0,100.0,110.0,0,1,5,6,2
33.22,26.55,29.17,59.37,60.17,52.92,49.99,42.0,4,3,9,11,2
81.65,81.38,76.83,98.24,96.25,88.08,94.03,91.8,2,1,1,4,0
78.39,81.59,88.75,95.45,82.08,95.84,100.0,77.1,1,0,1,9,0
66.94,82.39,73.39,89.11,84.47,71.89,67.38,42.4,2,0,2,9,1
89.3,98.86,99.24,96.39,93.01,87.84,82.26,78.2,2,0,2,8,0
88.7,92.83,89.14,80.48,81.87,74.67,55.55,34.8,5,1,6,3,2
58.7,61.22,60.14,69.2,77.89,69.87,63.19,68.5,7,2,7,9,2
68.62,61.53,67.96,56.97,74.86,70.06,76.42,70.9,3,4,2,5,2
80.1,83.72,80.99,77.23,84.28,66.33,65.35,69.6,2,2,3,7,1
90.7,89.75,90.82,99.51,90.56,81.31,84.11,78.6,1,0,3,7,0
60.3,48.89,56.92,31.43,58.9,25.25,8.43,6.5,7,4,1,11,2
68.87,66.81,67.23,73.35,83.51,61.0,66.26,37.7,4,1,1,2,2
86.84,94.34,89.29,88.45,85.06,81.51,75.13,48.7,6,0,1,13,1
76.6,86.68,84.57,64.14,75.77,54.57,66.89,21.7,3,2,2,12,2
36.34,22.72,27.28,51.78,64.99,41.8,39.36,8.8,5,5,12,7,2
88.1,97.65,98.71,76.98,78.5,78.48,78.46,61.1,1,1,2,10,1
48.08,38.34,46.72,43.25,65.97,43.82,16.83,5.0,11,5,1,3,2
48.42,50.73,48.16,61.61,80.19,62.39,42.05,15.1,6,3,6,7,2
85.35,92.87,91.85,95.92,99.9,94.93,100.0,55.4,1,0,5,7,2
66.48,65.01,69.31,76.92,82.54,72.13,82.59,53.3,4,4,8,11,2
59.57,52.19,58.1,79.79,71.95,70.59,54.93,43.0,4,2,3,5,2
89.84,89.81,89.44,79.06,89.65,77.21,71.05,60.3,0,1,7,8,2
64.06,61.46,56.6,45.8,71.9,35.44,45.4,28.9,5,2,2,4,2
35.12,30.57,30.65,36.54,57.89,41.62,18.64,5.0,4,6,6,7,2
86.81,100.0,92.16,67.59,79.33,66.77,78.62,49.1,1,0,1,10,0
64.4,68.62,68.01,71.54,85.46,66.24,68.37,57.3,5,1,3,11,2
93.63,86.97,91.45,82.2,95.13,77.93,66.21,71.0,2,0,4,12,1
81.83,95.0,88.56,93.82,92.81,69.6,84.68,75.1,1,2,4,13,1
53.77,53.89,52.91,47.25,72.87,49.63,40.44,24.8,4,4,8,12,2
55.71,48.95,55.78,41.97,64.32,53.43,53.0,25.0,1,2,3,6,2
89.29,87.22,97.25,82.33,100.0,96.27,87.82,65.6,0,0,2,2,0
24.12,16.83,22.1,55.45,53.41,44.94,42.1,25.5,2,1,9,5,2
39.94,46.2,41.9,67.83,66.25,55.41,55.08,28.4,3,1,8,4,2
75.85,80.96,77.85,54.03,85.95,73.46,77.99,59.7,2,1,9,6,2
77.02,88.07,84.56,78.89,84.44,65.95,83.43,44.8,5,1,4,7,2
60.17,67.03,62.71,56.55,72.13,60.78,54.36,12.0,2,2,5,3,2
94.3,100.0,99.74,100.0,94.3,98.08,94.96,65.8,2,0,2,11,0
96.13,79.96,93.75,100.0,90.21,100.0,92.75,101.2,1,1,2,12,0
63.47,57.33,68.38,63.07,85.45,77.41,67.67,48.6,6,1,6,11,2
40.77,20.39,34.97,35.13,51.74,36.34,29.94,5.0,8,1,7,9,2
94.82,100.0,97.32,100.0,100.0,100.0,98.77,96.4,1,0,0,12,0
74.67,75.48,76.48,68.37,73.72,61.15,59.61,17.6,6,1,4,2,2
37.92,27.92,34.23,39.83,57.44,37.08,23.91,5.0,11,1,10,4,2
98.8,100.0,100.0,100.0,99.41,87.57,94.04,86.4,5,0,1,5,0
67.2,80.29,77.79,94.91,87.14,87.65,80.6,71.7,1,0,5,4,2
64.64,57.02,59.99,76.29,70.91,69.43,69.04,53.1,8,3,3,8,2
56.64,42.87,46.29,64.58,76.33,55.13,50.93,22.5,4,3,7,6,2
97.0,90.06,95.02,84.76,96.49,80.5,90.03,28.8,1,0,3,6,0
78.47,76.49,78.6,68.03,79.28,56.85,50.18,45.4,6,4,4,2,2
58.66,50.0,59.45,62.31,75.06,57.45,76.52,45.0,7,3,6,3,2
80.78,91.55,84.38,91.42,92.03,84.48,83.28,58.1,5,2,4,13,2
95.64,98.36,94.99,78.43,83.54,88.81,84.08,64.6,4,0,5,3,2
81.72,76.02,77.22,94.41,94.45,100.0,95.36,68.0,3,1,6,8,2
99.5,100.0,97.29,100.0,100.0,100.0,100.0,102.8,0,1,2,13,0
99.5,97.85,95.62,100.0,100.0,80.87,92.28,90.7,2,3,3,6,1
12.23,8.0,10.0,41.49,45.15,30.21,30.21,5.0,5,4,7,8,2
39.12,41.91,31.51,46.62,50.51,48.31,50.16,27.7,7,1,5,6,2
66.69,72.2,72.15,98.59,92.43,100.0,93.78,70.7,2,3,4,8,2
89.1,88.61,89.78,80.89,91.69,99.99,89.57,57.8,3,1,3,13,1
70.78,72.62,79.95,65.32,85.18,73.57,67.77,56.5,4,1,4,4,2
97.95,100.0,92.9,87.03,100.0,94.78,100.0,88.3,2,1,5,8,2
94.43,100.0,100.0,93.21,100.0,90.81,70.13,78.2,0,0,1,9,0
86.62,94.47,89.04,100.0,96.02,100.0,91.98,106.4,1,1,6,12,2
48.59,39.87,38.96,77.59,73.36,53.4,57.86,68.5,4,2,3,9,2
80.5,74.72,70.3,77.7,91.54,84.78,83.93,79.0,5,2,2,13,2
74.65,70.23,70.87,69.65,78.14,75.08,68.53,34.3,1,2,5,7,2
55.59,50.71,57.38,61.47,61.02,41.04,51.78,8.1,2,4,5,5,2
67.43,80.79,73.6,71.73,78.95,72.97,62.47,43.4,3,2,1,13,2
85.85,80.93,82.53,91.11,91.99,88.61,78.09,73.5,3,0,3,13,1
41.98,23.13,39.37,39.95,46.13,38.11,19.72,5.0,10,2,3,6,2
69.14,75.3,71.98,59.59,78.3,70.0,64.92,65.8,1,2,2,11,1
70.25,79.06,67.3,100.0,100.0,100.0,93.06,91.4,2,2,8,7,2
64.14,60.9,68.08,74.16,81.18,71.63,66.05,44.4,10,3,7,4,2
26.66,23.25,21.21,40.22,69.36,54.75,24.36,6.7,8,3,7,2,2
75.18,83.72,74.18,61.52,82.86,69.25,52.9,61.4,4,2,3,7,2
73.54,81.33,75.64,83.56,89.97,75.55,59.82,27.6,3,1,7,3,2
99.5,100.0,100.0,84.75,100.0,100.0,100.0,104.8,2,0,0,5,0
64.42,71.0,64.35,71.32,92.31,80.15,81.36,79.7,2,1,3,2,1
70.54,80.98,67.47,72.12,83.55,92.43,59.82,50.9,4,2,2,9,2
86.88,84.06,83.39,69.32,94.8,68.09,69.3,35.9,3,2,0,8,1
87.05,91.77,92.81,70.92,87.89,74.76,77.8,45.4,3,1,4,12,1
99.5,99.6,99.53,83.33,97.32,93.15,97.59,88.2,1,0,0,9,0
82.77,80.5,86.38,88.26,97.08,84.52,90.96,95.2,2,1,3,4,1
94.51,100.0,98.67,100.0,97.27,98.1,99.52,95.4,2,1,4,4,0
63.86,64.3,61.83,53.23,77.05,47.87,37.37,30.8,5,3,4,3,2
80.09,92.66,82.0,100.0,100.0,90.26,94.47,101.4,2,0,4,5,1
88.82,79.16,85.91,87.59,97.42,75.34,62.15,35.9,5,0,5,12,2
58.33,61.71,60.4,61.98,65.35,37.54,30.57,5.0,4,2,7,3,2
68.57,74.37,71.24,73.31,83.12,79.28,77.53,63.8,2,1,3,6,1
99.5,100.0,100.0,89.01,100.0,97.47,85.26,63.4,1,0,2,3,0
81.95,81.65,81.28,95.23,100.0,100.0,95.63,75.6,1,3,2,6,1
99.5,100.0,99.22,96.24,100.0,94.1,100.0,102.3,4,0,3,4,0
97.41,100.0,95.13,100.0,100.0,100.0,100.0,97.4,0,0,3,12,0
94.56,84.46,86.49,64.37,81.39,56.73,68.21,9.6,2,0,5,7,2
37.92,37.55,40.76,59.7,65.84,55.71,55.05,15.5,12,1,7,5,2
78.34,68.87,70.78,66.63,75.66,68.34,55.19,35.9,4,0,2,11,2
81.97,84.09,75.27,92.1,86.22,92.06,70.06,44.8,4,1,3,9,1
60.01,69.74,62.32,51.44,51.61,36.09,40.85,20.0,4,2,2,8,2
91.22,100.0,95.66,98.97,98.4,100.0,100.0,76.2,0,0,0,5,0
86.62,89.74,87.13,95.08,91.92,97.94,71.04,74.3,3,0,1,11,0
99.5,99.22,94.61,100.0,100.0,100.0,100.0,111.1,1,0,1,3,0
83.13,86.53,88.84,80.74,95.84,84.1,67.3,79.1,1,2,1,10,1
35.37,28.73,33.78,44.15,58.37,54.42,39.49,8.8,2,6,4,10,2
99.42,93.39,100.0,94.09,98.25,100.0,99.58,77.9,0,0,5,13,2
65.01,52.61,60.12,55.97,65.85,50.33,56.77,27.6,2,1,4,5,2
90.61,100.0,96.14,78.73,90.41,81.32,70.95,52.9,4,1,4,2,1
56.61,66.79,55.93,74.61,80.95,62.63,55.33,64.0,3,3,4,13,2
96.9,96.99,84.66,67.57,89.96,66.31,61.43,36.4,2,0,2,12,1
65.31,74.19,68.83,79.37,80.89,79.24,88.93,67.6,3,1,10,12,2
87.25,94.63,84.71,100.0,100.0,100.0,100.0,95.3,0,1,1,4,0
37.02,25.51,36.12,57.09,57.8,49.04,54.03,22.7,6,0,11,9,2
75.8,95.67,87.06,91.95,82.2,89.26,91.53,39.1,0,0,4,6,0
93.46,86.81,92.17,98.41,92.35,81.95,83.07,86.7,1,0,1,5,0
39.62,37.0,35.27,52.77,54.99,34.38,41.72,22.1,3,0,3,6,2
99.5,99.69,99.53,84.53,96.52,100.0,87.79,89.2,3,0,5,2,2
85.66,90.49,89.71,100.0,96.87,100.0,85.43,80.2,2,0,5,8,2
59.99,70.61,65.65,71.14,82.49,72.24,53.26,39.3,3,5,4,2,2
91.19,94.6,88.82,91.31,86.66,74.65,86.9,62.1,3,0,2,12,1
96.1,100.0,90.03,100.0,100.0,96.51,92.73,88.1,1,1,1,12,0
96.65,96.58,98.13,87.44,96.99,82.73,86.07,59.8,4,1,2,12,1
78.22,87.68,81.74,91.98,100.0,91.49,82.35,74.6,1,1,1,13,0
73.17,63.55,71.8,78.84,81.13,65.56,53.81,39.1,7,2,3,11,2
80.1,84.63,81.74,79.32,87.43,93.75,88.89,61.6,2,2,6,9,2
58.82,51.39,55.35,46.43,61.7,48.87,26.22,17.2,9,0,7,13,2
93.86,88.31,91.03,81.47,84.36,68.9,68.97,94.8,3,1,2,5,1
64.56,48.78,57.29,53.54,66.6,50.24,50.35,23.5,6,0,6,10,2
92.08,100.0,100.0,100.0,100.0,100.0,100.0,113.4,0,1,3,9,0
60.2,54.83,57.22,70.03,71.58,52.77,48.77,70.4,6,1,3,12,2
96.98,100.0,96.83,100.0,88.04,97.05,97.44,110.4,2,1,3,11,0
80.26,71.19,79.71,100.0,99.26,100.0,88.51,112.1,0,1,2,8,0
65.14,62.32,65.87,65.41,80.86,76.2,69.12,63.1,7,0,2,8,2
80.34,91.64,84.98,93.57,92.03,94.96,81.71,70.5,2,2,6,2,2
62.9,46.46,53.22,61.55,71.35,44.27,44.1,44.2,3,1,4,12,2
31.79,43.29,30.91,57.08,66.05,52.73,71.49,28.0,7,2,8,6,2
60.9,56.78,59.12,58.98,71.38,35.15,46.99,46.9,9,0,6,5,2
90.49,98.78,92.86,100.0,100.0,100.0,100.0,115.3,1,1,0,7,0
89.18,95.53,89.59,88.21,83.38,89.13,95.24,58.4,3,0,2,5,0
91.08,87.61,92.96,89.29,87.16,80.07,84.19,69.8,0,0,2,9,0
62.96,77.3,72.11,92.11,85.56,76.24,83.91,81.4,2,4,9,13,2
59.84,59.22,64.21,62.32,75.68,68.2,57.42,31.0,6,0,4,8,2
39.46,38.66,35.05,60.24,73.67,66.09,57.4,51.7,1,2,9,13,2
99.5,100.0,100.0,99.05,96.88,100.0,99.57,81.7,1,0,2,9,0
56.87,56.91,49.3,58.76,72.8,41.21,45.58,44.6,6,2,2,13,2
71.04,67.51,69.48,81.96,90.6,69.71,75.76,46.3,2,1,1,9,1
32.66,26.61,33.82,50.14,65.42,50.1,52.05,30.2,6,4,10,5,2
77.99,79.52,74.45,67.34,72.95,72.07,60.83,34.9,2,0,2,2,1
94.64,100.0,91.32,100.0,100.0,94.18,100.0,86.5,1,0,1,5,0
90.98,87.34,89.38,100.0,100.0,85.81,83.67,63.6,0,2,6,11,2
21.69,22.28,28.52,40.75,38.98,29.67,20.32,5.0,5,4,6,3,2
72.17,77.0,80.82,95.14,92.9,82.45,100.0,60.5,0,2,5,7,2
84.0,86.54,89.66,88.88,96.95,96.74,93.62,73.4,0,1,4,11,0
92.62,100.0,91.43,100.0,100.0,100.0,98.26,81.3,1,0,1,3,0
96.72,99.06,97.63,100.0,87.44,93.85,95.27,88.9,2,0,3,4,0
28.96,11.66,31.34,60.9,58.68,45.89,44.84,24.3,4,6,5,8,2
90.24,90.87,94.09,66.1,84.13,72.72,70.83,62.9,1,2,0,2,1
85.48,93.48,82.33,97.38,98.99,88.14,82.93,58.0,1,1,1,8,0
73.69,67.17,74.44,62.74,70.35,52.39,42.01,23.9,5,3,3,5,2
62.59,58.66,58.16,73.2,73.75,56.62,72.36,36.2,3,3,4,8,2
99.5,100.0,98.54,79.36,93.27,90.93,78.85,76.4,2,0,2,12,0
86.3,88.16,90.0,73.92,91.61,74.3,79.27,58.4,5,1,3,5,1
79.35,79.34,77.9,80.62,80.6,64.35,60.28,30.2,6,0,5,12,2
99.5,100.0,97.62,100.0,100.0,100.0,100.0,108.0,1,0,3,5,0
89.56,97.37,96.85,77.04,93.2,72.53,75.42,50.0,2,1,1,8,1
89.98,100.0,96.81,72.57,89.87,89.66,72.53,54.3,3,1,4,9,1
52.5,62.82,57.76,51.49,69.67,56.17,61.66,57.2,6,2,3,2,2
13.66,8.0,19.95,46.21,50.55,34.41,27.81,5.0,5,3,8,4,2
27.13,17.63,24.38,51.23,58.02,49.2,22.51,6.9,7,1,4,2,2
99.5,100.0,100.0,73.99,89.36,70.84,62.78,49.5,8,1,1,12,1
98.52,92.15,94.86,100.0,95.57,97.2,97.57,83.4,4,0,2,10,0
28.91,25.37,23.71,61.48,56.94,46.45,52.96,25.1,4,2,9,12,2
65.79,55.65,56.27,70.77,79.83,57.39,41.93,20.6,5,4,2,13,2
62.81,58.12,64.49,51.5,68.81,54.72,47.53,27.9,3,1,4,3,2
99.5,100.0,97.92,92.55,95.55,93.12,83.56,70.7,3,0,5,3,2
77.46,67.9,84.19,89.38,86.67,88.35,74.72,90.7,4,0,1,6,1
69.46,86.84,72.54,69.28,77.93,79.92,57.72,61.3,3,2,2,11,2
70.1,68.16,66.35,85.72,82.66,83.63,81.49,55.4,4,2,6,10,2
99.5,100.0,100.0,99.47,100.0,91.02,98.73,77.3,3,0,3,2,0
59.06,43.4,49.02,47.33,68.82,50.78,58.78,23.7,4,5,6,13,2
71.84,64.71,63.17,67.63,85.47,62.82,69.66,28.7,4,0,4,12,2
56.89,64.01,62.32,80.22,75.59,67.94,50.43,69.1,3,1,10,4,2
91.43,95.78,84.34,96.58,100.0,100.0,93.96,97.9,3,0,2,11,0
65.69,70.49,68.33,75.74,68.13,69.17,62.72,34.8,2,2,6,6,2
71.15,77.54,74.48,79.21,85.98,80.73,84.37,70.8,5,2,5,9,2
84.81,81.81,87.41,82.04,98.67,92.24,100.0,51.4,2,0,2,8,0
50.99,57.59,55.43,70.71,73.56,69.94,60.92,51.3,6,1,11,10,2
60.01,64.95,73.05,68.44,73.29,64.5,69.51,66.8,2,3,7,8,2
24.43,8.0,16.7,41.92,66.09,38.52,31.18,6.7,6,1,2,5,2
89.89,89.71,84.52,65.46,90.07,69.47,62.98,44.7,6,1,3,8,2
41.67,36.51,50.74,48.7,50.52,23.31,13.77,5.0,6,1,11,2,2
93.28,93.49,93.78,79.69,90.0,80.0,61.45,51.9,4,0,2,8,1
88.05,89.22,85.0,68.43,89.21,80.38,74.62,75.5,6,0,1,7,1
97.41,100.0,92.07,96.8,91.24,92.54,89.91,102.3,1,0,2,7,0
99.5,94.3,96.27,93.98,99.02,100.0,95.55,93.4,2,0,4,13,0
99.5,100.0,96.57,100.0,100.0,100.0,100.0,107.8,0,0,4,5,0
86.61,83.91,82.5,66.1,92.96,66.63,95.42,54.4,3,0,2,13,1
92.54,100.0,87.08,78.91,90.13,88.03,81.67,79.0,5,2,1,3,1
74.38,70.16,71.3,80.06,82.15,62.73,61.29,49.7,5,3,3,2,2
52.62,58.62,56.62,37.95,64.39,36.68,40.84,5.0,3,0,3,3,2
99.5,100.0,95.68,100.0,100.0,100.0,87.27,119.6,2,0,1,6,0
83.81,76.77,79.4,65.02,98.16,83.14,67.61,94.0,2,1,0,8,1
67.36,77.22,69.17,81.63,84.82,74.1,76.39,78.6,2,2,3,7,2
42.14,43.25,42.93,58.95,69.55,57.15,59.69,57.7,5,3,4,2,2
70.02,73.38,77.99,82.16,85.28,80.78,70.81,48.6,1,1,4,8,1
73.15,66.62,71.51,54.39,78.71,49.07,47.83,5.0,2,2,3,6,2
84.84,84.93,80.25,90.0,85.35,78.54,95.91,62.6,4,1,5,3,2
99.5,100.0,99.19,100.0,100.0,100.0,100.0,108.2,0,0,3,7,0
84.69,88.67,87.63,100.0,99.35,100.0,100.0,104.3,2,1,6,7,2
98.44,100.0,94.14,100.0,100.0,100.0,100.0,93.0,0,1,8,7,2
89.86,98.28,89.4,100.0,100.0,100.0,100.0,100.6,1,0,3,10,0
89.08,92.52,86.65,91.76,98.71,89.67,86.02,103.7,1,0,2,4,0
39.81,28.03,34.58,35.67,51.99,43.74,29.84,5.0,2,0,3,10,2
54.7,44.75,49.41,75.66,74.53,66.77,59.67,33.8,1,2,7,9,2
52.65,56.05,47.2,75.98,75.96,62.62,51.77,25.3,3,3,5,7,2
67.56,58.9,61.94,69.66,76.78,64.77,69.25,5.0,4,6,3,9,2
85.93,88.11,86.62,100.0,94.07,97.85,83.96,82.3,2,0,2,4,0
80.98,100.0,92.5,87.95,91.86,87.11,73.69,53.4,6,1,2,11,1
83.5,67.0,71.93,60.8,78.77,63.41,55.45,43.0,6,1,2,5,2
82.8,81.6,78.67,83.83,80.92,71.94,53.39,35.2,5,0,2,5,1
83.35,75.13,75.68,74.36,92.44,95.11,77.87,53.1,1,1,3,11,1
